id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
DAN1-0011,DAN1-V08-S01-F01,DAN1-V08-S01-F01-MC-SEQUENCE-07,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:8","Daniel propuso en su corazón no contaminarse con la porción de la comida del rey ni con el vino que él bebía | pidió, por tanto, al jefe de los eunucos que no se le obligara a contaminarse. | pidió, por tanto, al jefe de los eunucos que no se le obligara a contaminarse.",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:8)","3, Daniel 1:8 → 3, Daniel 1:8 → 3, Daniel 1:8","Entre 3, Daniel 1:8 y 3, Daniel 1:8, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: corazón no contaminarse, obligara a contaminarse, pidió.","[""corazón no contaminarse → obligara a contaminarse → pidió"", ""pidió → corazón no contaminarse → obligara a contaminarse"", ""corazón no contaminarse → pidió → obligara a contaminarse"", ""obligara a contaminarse → pidió → corazón no contaminarse""]",2,corazón no contaminarse → pidió → obligara a contaminarse,"[""corazón no contaminarse → pidió → obligara a contaminarse""]",exact_text,"La fuente presenta primero «corazón no contaminarse», después «pidió» y finalmente «obligara a contaminarse».","{""corazón no contaminarse → obligara a contaminarse → pidió"": ""Altera el orden de aparición de las tres unidades citadas."", ""pidió → corazón no contaminarse → obligara a contaminarse"": ""Altera el orden de aparición de las tres unidades citadas."", ""obligara a contaminarse → pidió → corazón no contaminarse"": ""Altera el orden de aparición de las tres unidades citadas.""}","Daniel propuso en su corazón no contaminarse con la porción de la comida del | pidió, por tanto, al jefe de los eunucos | eunucos que no se le obligara a contaminarse",order_sequence,False,verified,,
DAN1-0012,DAN1-V08-S02-F01,DAN1-V08-S02-F01-MC-SEQUENCE-08,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:8","pidió, por tanto, al jefe de los eunucos que no se le obligara a contaminarse. | Puso Dios a Daniel en gracia y en buena voluntad con el jefe de los eunucos; | Puso Dios a Daniel en gracia y en buena voluntad con el jefe de los eunucos;",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:8)","3, Daniel 1:8 → 3, Daniel 1:9 → 3, Daniel 1:9","Entre 3, Daniel 1:8 y 3, Daniel 1:9, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: buena voluntad, Daniel, pidió.","[""pidió → buena voluntad → Daniel"", ""Daniel → pidió → buena voluntad"", ""buena voluntad → Daniel → pidió"", ""pidió → Daniel → buena voluntad""]",3,pidió → Daniel → buena voluntad,"[""pidió → Daniel → buena voluntad""]",exact_text,"La fuente presenta primero «pidió», después «Daniel» y finalmente «buena voluntad».","{""pidió → buena voluntad → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → pidió → buena voluntad"": ""Altera el orden de aparición de las tres unidades citadas."", ""buena voluntad → Daniel → pidió"": ""Altera el orden de aparición de las tres unidades citadas.""}","pidió, por tanto, al jefe de los eunucos | Puso Dios a Daniel en gracia y en buena voluntad con | Daniel en gracia y en buena voluntad con el jefe de los eunucos",order_sequence,True,verified,,
DAN1-0013,DAN1-V09-S01-F01,DAN1-V09-S01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:9",Puso Dios a Daniel en gracia y en buena voluntad con el jefe de los eunucos;,multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:9)",Puso Dios a Daniel en gracia y en buena voluntad con el jefe de,"Según 3, Daniel 1:9, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:9), ¿qué opción completa correctamente el detalle señalado? Marco: «Puso Dios a [DETALLE] en gracia y en buena voluntad con el jefe de los eunucos;»","[""Daniel"", ""Misael"", ""Beltsasar"", ""Ananías""]",0,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 3, Daniel 1:9. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Misael"": ""Es un dato de 3, Daniel 1:6; no completa el marco de 3, Daniel 1:9."", ""Beltsasar"": ""Es un dato de 3, Daniel 1:7; no completa el marco de 3, Daniel 1:9."", ""Ananías"": ""Es un dato de 3, Daniel 1:11; no completa el marco de 3, Daniel 1:9.""}",Puso Dios a Daniel en gracia y en buena voluntad con,true_elsewhere,False,verified,,
DAN1-0014,DAN1-V10-S01-F01,DAN1-V10-S01-F01-MC-SEQUENCE-09,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:10","y el jefe de los eunucos dijo a Daniel: —Temo a mi señor el rey, que asignó vuestra comida y vuestra bebida | pues luego que él vea vuestros rostros más pálidos que los de los muchachos que son semejantes a vosotros, haréis que el rey me condene a muerte. | pues luego que él vea vuestros rostros más pálidos que los de los muchachos que son semejantes a vosotros, haréis que el rey me condene a muerte.",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:10)","3, Daniel 1:10 → 3, Daniel 1:10 → 3, Daniel 1:10","Entre 3, Daniel 1:10 y 3, Daniel 1:10, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Daniel, muchachos que son, vea vuestros rostros.","[""Daniel → muchachos que son → vea vuestros rostros"", ""Daniel → vea vuestros rostros → muchachos que son"", ""vea vuestros rostros → Daniel → muchachos que son"", ""muchachos que son → vea vuestros rostros → Daniel""]",1,Daniel → vea vuestros rostros → muchachos que son,"[""Daniel → vea vuestros rostros → muchachos que son""]",exact_text,"La fuente presenta primero «Daniel», después «vea vuestros rostros» y finalmente «muchachos que son».","{""Daniel → muchachos que son → vea vuestros rostros"": ""Altera el orden de aparición de las tres unidades citadas."", ""vea vuestros rostros → Daniel → muchachos que son"": ""Altera el orden de aparición de las tres unidades citadas."", ""muchachos que son → vea vuestros rostros → Daniel"": ""Altera el orden de aparición de las tres unidades citadas.""}","de los eunucos dijo a Daniel: —Temo a mi señor el rey, que | pues luego que él vea vuestros rostros más pálidos que los de los muchachos | pálidos que los de los muchachos que son semejantes a vosotros, haréis que el rey",order_sequence,False,verified,,
DAN1-0015,DAN1-V10-S02-F01,DAN1-V10-S02-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:10","pues luego que él vea vuestros rostros más pálidos que los de los muchachos que son semejantes a vosotros, haréis que el rey me condene a muerte.",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:10)",pues luego que él vea vuestros rostros más pálidos que los de los muchachos,"Según 3, Daniel 1:10, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:10), ¿qué opción completa correctamente el detalle señalado? Marco: «pues luego que él [DETALLE] más pálidos que los de los muchachos que son semejantes a vosotros, haréis que el rey me condene a muerte.»","[""daba legumbres"", ""todas las letras"", ""vea vuestros rostros"", ""visión y sueños""]",2,vea vuestros rostros,"[""vea vuestros rostros""]",exact_text,"«vea vuestros rostros» completa el dato de 3, Daniel 1:10. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""daba legumbres"": ""Es un dato de 3, Daniel 1:16; no completa el marco de 3, Daniel 1:10."", ""todas las letras"": ""Es un dato de 3, Daniel 1:17; no completa el marco de 3, Daniel 1:10."", ""visión y sueños"": ""Es un dato de 3, Daniel 1:17; no completa el marco de 3, Daniel 1:10.""}",pues luego que él vea vuestros rostros más pálidos que los de los muchachos,true_elsewhere,False,verified,,
DAN1-0016,DAN1-V11-S01-F01,DAN1-V11-S01-F01-MC-SEQUENCE-10,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:11","Entonces dijo Daniel a Melsar, a quien el jefe de los eunucos había puesto sobre Daniel, Ananías, Misael y Azarías: | —Te ruego que hagas la prueba con tus siervos durante diez días: que nos den legumbres para comer y agua para beber. | —Te ruego que hagas la prueba con tus siervos durante diez días: que nos den legumbres para comer y agua para beber.",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:11)","3, Daniel 1:11 → 3, Daniel 1:12 → 3, Daniel 1:12","Entre 3, Daniel 1:11 y 3, Daniel 1:12, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Ananías, prueba con tus, ruego que hagas.","[""Ananías → prueba con tus → ruego que hagas"", ""ruego que hagas → Ananías → prueba con tus"", ""prueba con tus → ruego que hagas → Ananías"", ""Ananías → ruego que hagas → prueba con tus""]",3,Ananías → ruego que hagas → prueba con tus,"[""Ananías → ruego que hagas → prueba con tus""]",exact_text,"La fuente presenta primero «Ananías», después «ruego que hagas» y finalmente «prueba con tus».","{""Ananías → prueba con tus → ruego que hagas"": ""Altera el orden de aparición de las tres unidades citadas."", ""ruego que hagas → Ananías → prueba con tus"": ""Altera el orden de aparición de las tres unidades citadas."", ""prueba con tus → ruego que hagas → Ananías"": ""Altera el orden de aparición de las tres unidades citadas.""}","eunucos había puesto sobre Daniel, Ananías, Misael y Azarías | Te ruego que hagas la prueba con tus siervos durante diez | Te ruego que hagas la prueba con tus siervos durante diez días: que nos den",order_sequence,False,verified,,
DAN1-0017,DAN1-V12-S01-F01,DAN1-V12-S01-F01-MC-SEQUENCE-11,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:12","—Te ruego que hagas la prueba con tus siervos durante diez días: que nos den legumbres para comer y agua para beber. | Compara luego nuestros rostros con los rostros de los muchachos que comen de la porción de la comida del rey, y haz después con tus siervos según veas. | Compara luego nuestros rostros con los rostros de los muchachos que comen de la porción de la comida del rey, y haz después con tus siervos según veas.",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:12)","3, Daniel 1:12 → 3, Daniel 1:13 → 3, Daniel 1:13","Entre 3, Daniel 1:12 y 3, Daniel 1:13, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Compara luego nuestros, muchachos que comen, ruego que hagas.","[""ruego que hagas → Compara luego nuestros → muchachos que comen"", ""ruego que hagas → muchachos que comen → Compara luego nuestros"", ""Compara luego nuestros → ruego que hagas → muchachos que comen"", ""muchachos que comen → Compara luego nuestros → ruego que hagas""]",0,ruego que hagas → Compara luego nuestros → muchachos que comen,"[""ruego que hagas → Compara luego nuestros → muchachos que comen""]",exact_text,"La fuente presenta primero «ruego que hagas», después «Compara luego nuestros» y finalmente «muchachos que comen».","{""ruego que hagas → muchachos que comen → Compara luego nuestros"": ""Altera el orden de aparición de las tres unidades citadas."", ""Compara luego nuestros → ruego que hagas → muchachos que comen"": ""Altera el orden de aparición de las tres unidades citadas."", ""muchachos que comen → Compara luego nuestros → ruego que hagas"": ""Altera el orden de aparición de las tres unidades citadas.""}",Te ruego que hagas la prueba con tus siervos durante diez | Compara luego nuestros rostros con los rostros de los muchachos | con los rostros de los muchachos que comen de la porción de la comida del,order_sequence,False,verified,,
DAN1-0018,DAN1-V13-S01-F01,DAN1-V13-S01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:13","Compara luego nuestros rostros con los rostros de los muchachos que comen de la porción de la comida del rey, y haz después con tus siervos según veas.",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:13)",Compara luego nuestros rostros con los rostros de los muchachos que comen de la,"Según 3, Daniel 1:13, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:13), ¿qué opción completa correctamente el detalle señalado? Marco: «[DETALLE] rostros con los rostros de los muchachos que comen de la porción de la comida del rey, y haz después con tus siervos según veas.»","[""halló diez veces"", ""Compara luego nuestros"", ""magos y astrólogos"", ""colocó los utensilios""]",1,Compara luego nuestros,"[""Compara luego nuestros""]",exact_text,"«Compara luego nuestros» completa el dato de 3, Daniel 1:13. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""halló diez veces"": ""Es un dato de 3, Daniel 1:20; no completa el marco de 3, Daniel 1:13."", ""magos y astrólogos"": ""Es un dato de 3, Daniel 1:20; no completa el marco de 3, Daniel 1:13."", ""colocó los utensilios"": ""Es un dato de 3, Daniel 1:2; no completa el marco de 3, Daniel 1:13.""}",Compara luego nuestros rostros con los rostros de los muchachos,true_elsewhere,False,verified,,
DAN1-0019,DAN1-V14-S01-F01,DAN1-V14-S01-F01-MC-SEQUENCE-12,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:14","Consintió, pues, con ellos en esto, y probó con ellos durante diez días. | Y al cabo de los diez días pareció el rostro de ellos mejor y más robusto que el de los otros muchachos que comían de la porción de la comida del rey. | Y al cabo de los diez días pareció el rostro de ellos mejor y más robusto que el de los otros muchachos que comían de la porción de la comida del rey.",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:14)","3, Daniel 1:14 → 3, Daniel 1:15 → 3, Daniel 1:15","Entre 3, Daniel 1:14 y 3, Daniel 1:15, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Consintió, diez días pareció, muchachos que comían.","[""Consintió → muchachos que comían → diez días pareció"", ""diez días pareció → Consintió → muchachos que comían"", ""Consintió → diez días pareció → muchachos que comían"", ""muchachos que comían → diez días pareció → Consintió""]",2,Consintió → diez días pareció → muchachos que comían,"[""Consintió → diez días pareció → muchachos que comían""]",exact_text,"La fuente presenta primero «Consintió», después «diez días pareció» y finalmente «muchachos que comían».","{""Consintió → muchachos que comían → diez días pareció"": ""Altera el orden de aparición de las tres unidades citadas."", ""diez días pareció → Consintió → muchachos que comían"": ""Altera el orden de aparición de las tres unidades citadas."", ""muchachos que comían → diez días pareció → Consintió"": ""Altera el orden de aparición de las tres unidades citadas.""}","Consintió, pues, con ellos en esto, y probó | Y al cabo de los diez días pareció el rostro de ellos mejor y más | que el de los otros muchachos que comían de la porción de la comida del",order_sequence,False,verified,,
DAN1-0020,DAN1-V15-S01-F01,DAN1-V15-S01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:15",Y al cabo de los diez días pareció el rostro de ellos mejor y más robusto que el de los otros muchachos que comían de la porción de la comida del rey.,multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:15)",Y al cabo de los diez días pareció el rostro de ellos mejor y,"Según 3, Daniel 1:15, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:15), ¿qué opción completa correctamente el detalle señalado? Marco: «Y al cabo de los [DETALLE] el rostro de ellos mejor y más robusto que el de los otros muchachos que comían de la porción de la comida del rey.»","[""señor el rey"", ""asignó vuestra comida"", ""eunucos dijo"", ""diez días pareció""]",3,diez días pareció,"[""diez días pareció""]",exact_text,"«diez días pareció» completa el dato de 3, Daniel 1:15. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""señor el rey"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 3, Daniel 1:15."", ""asignó vuestra comida"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 3, Daniel 1:15."", ""eunucos dijo"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 3, Daniel 1:15.""}",Y al cabo de los diez días pareció el rostro de ellos mejor y más,true_elsewhere,False,verified,,
DAN1-0021,DAN1-V16-S01-F01,DAN1-V16-S01-F01-MC-SEQUENCE-13,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:16","Así, pues, Melsar se llevaba la porción de la comida de ellos y el vino que habían de beber, y les daba legumbres. | A estos cuatro muchachos, Dios les dio conocimiento e inteligencia en todas las letras y ciencias | A estos cuatro muchachos, Dios les dio conocimiento e inteligencia en todas las letras y ciencias",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:16)","3, Daniel 1:16 → 3, Daniel 1:17 → 3, Daniel 1:17","Entre 3, Daniel 1:16 y 3, Daniel 1:17, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: conocimiento e inteligencia, cuatro, Melsar.","[""Melsar → cuatro → conocimiento e inteligencia"", ""Melsar → conocimiento e inteligencia → cuatro"", ""cuatro → Melsar → conocimiento e inteligencia"", ""conocimiento e inteligencia → cuatro → Melsar""]",0,Melsar → cuatro → conocimiento e inteligencia,"[""Melsar → cuatro → conocimiento e inteligencia""]",exact_text,"La fuente presenta primero «Melsar», después «cuatro» y finalmente «conocimiento e inteligencia».","{""Melsar → conocimiento e inteligencia → cuatro"": ""Altera el orden de aparición de las tres unidades citadas."", ""cuatro → Melsar → conocimiento e inteligencia"": ""Altera el orden de aparición de las tres unidades citadas."", ""conocimiento e inteligencia → cuatro → Melsar"": ""Altera el orden de aparición de las tres unidades citadas.""}","Así, pues, Melsar se llevaba la porción de la comida | A estos cuatro muchachos, Dios les dio conocimiento e inteligencia | cuatro muchachos, Dios les dio conocimiento e inteligencia en todas las letras y ciencias",order_sequence,False,verified,,
DAN1-0022,DAN1-V17-S01-F01,DAN1-V17-S01-F01-MC-SEQUENCE-14,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:17","A estos cuatro muchachos, Dios les dio conocimiento e inteligencia en todas las letras y ciencias | y Daniel tuvo entendimiento en toda visión y sueños. | y Daniel tuvo entendimiento en toda visión y sueños.",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:17)","3, Daniel 1:17 → 3, Daniel 1:17 → 3, Daniel 1:17","Entre 3, Daniel 1:17 y 3, Daniel 1:17, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: cuatro, Daniel, entendimiento en toda.","[""cuatro → entendimiento en toda → Daniel"", ""cuatro → Daniel → entendimiento en toda"", ""Daniel → cuatro → entendimiento en toda"", ""entendimiento en toda → Daniel → cuatro""]",1,cuatro → Daniel → entendimiento en toda,"[""cuatro → Daniel → entendimiento en toda""]",exact_text,"La fuente presenta primero «cuatro», después «Daniel» y finalmente «entendimiento en toda».","{""cuatro → entendimiento en toda → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → cuatro → entendimiento en toda"": ""Altera el orden de aparición de las tres unidades citadas."", ""entendimiento en toda → Daniel → cuatro"": ""Altera el orden de aparición de las tres unidades citadas.""}","A estos cuatro muchachos, Dios les dio conocimiento e inteligencia | y Daniel tuvo entendimiento en toda visión y sueños | y Daniel tuvo entendimiento en toda visión y sueños",order_sequence,False,verified,,
DAN1-0023,DAN1-V17-S02-F01,DAN1-V17-S02-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:17",y Daniel tuvo entendimiento en toda visión y sueños.,multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:17)",y Daniel tuvo entendimiento en toda visión y sueños,"Según 3, Daniel 1:17, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:17), ¿qué opción completa correctamente el detalle señalado? Marco: «y [DETALLE] tuvo entendimiento en toda visión y sueños.»","[""Melsar"", ""Nabucodonosor"", ""Daniel"", ""Ananías""]",2,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 3, Daniel 1:17. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Melsar"": ""Es un dato de 3, Daniel 1:16; no completa el marco de 3, Daniel 1:17."", ""Nabucodonosor"": ""Es un dato de 3, Daniel 1:18; no completa el marco de 3, Daniel 1:17."", ""Ananías"": ""Es un dato de 3, Daniel 1:19; no completa el marco de 3, Daniel 1:17.""}",y Daniel tuvo entendimiento en toda visión y sueños,true_elsewhere,True,verified,,
DAN1-0024,DAN1-V18-S01-F01,DAN1-V18-S01-F01-MC-SEQUENCE-15,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:18","Pasados, pues, los días al fin de los cuales había dicho el rey que los llevaran, el jefe de los eunucos los llevó delante de Nabucodonosor. | El rey habló con ellos, y no se hallaron entre todos ellos otros como Daniel, Ananías, Misael y Azarías | El rey habló con ellos, y no se hallaron entre todos ellos otros como Daniel, Ananías, Misael y Azarías",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:18)","3, Daniel 1:18 → 3, Daniel 1:19 → 3, Daniel 1:19","Entre 3, Daniel 1:18 y 3, Daniel 1:19, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Ananías, Azarías, Nabucodonosor.","[""Nabucodonosor → Azarías → Ananías"", ""Ananías → Nabucodonosor → Azarías"", ""Azarías → Ananías → Nabucodonosor"", ""Nabucodonosor → Ananías → Azarías""]",3,Nabucodonosor → Ananías → Azarías,"[""Nabucodonosor → Ananías → Azarías""]",exact_text,"La fuente presenta primero «Nabucodonosor», después «Ananías» y finalmente «Azarías».","{""Nabucodonosor → Azarías → Ananías"": ""Altera el orden de aparición de las tres unidades citadas."", ""Ananías → Nabucodonosor → Azarías"": ""Altera el orden de aparición de las tres unidades citadas."", ""Azarías → Ananías → Nabucodonosor"": ""Altera el orden de aparición de las tres unidades citadas.""}","eunucos los llevó delante de Nabucodonosor | todos ellos otros como Daniel, Ananías, Misael y Azarías | como Daniel, Ananías, Misael y Azarías",order_sequence,False,verified,,
DAN1-0025,DAN1-V19-S01-F01,DAN1-V19-S01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:19","El rey habló con ellos, y no se hallaron entre todos ellos otros como Daniel, Ananías, Misael y Azarías",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:19)",El rey habló con ellos y no se hallaron entre todos ellos otros como,"Según 3, Daniel 1:19, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:19), ¿qué opción completa correctamente el detalle señalado? Marco: «El rey habló con ellos, y no se hallaron entre todos ellos otros como Daniel, [DETALLE], Misael y Azarías»","[""Ananías"", ""Nabucodonosor"", ""Azarías"", ""Daniel""]",0,Ananías,"[""Ananías""]",exact_text,"«Ananías» completa el dato de 3, Daniel 1:19. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Nabucodonosor"": ""Es un dato de 3, Daniel 1:18; no completa el marco de 3, Daniel 1:19."", ""Azarías"": ""Es un dato de 3, Daniel 1:19; no completa el marco de 3, Daniel 1:19."", ""Daniel"": ""Es un dato de 3, Daniel 1:19; no completa el marco de 3, Daniel 1:19.""}","todos ellos otros como Daniel, Ananías, Misael y Azarías",true_elsewhere,False,verified,,
DAN1-0026,DAN1-V19-S02-F01,DAN1-V19-S02-F01-MC-SEQUENCE-16,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:19","así, pues, permanecieron al servicio del rey. | En todo asunto de sabiduría e inteligencia que el rey los consultó, los halló diez veces mejores que todos los magos y astrólogos que había en todo su reino. | En todo asunto de sabiduría e inteligencia que el rey los consultó, los halló diez veces mejores que todos los magos y astrólogos que había en todo su reino.",multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:19)","3, Daniel 1:19 → 3, Daniel 1:20 → 3, Daniel 1:20","Entre 3, Daniel 1:19 y 3, Daniel 1:20, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: asunto de sabiduría, permanecieron, rey los consultó.","[""permanecieron → rey los consultó → asunto de sabiduría"", ""permanecieron → asunto de sabiduría → rey los consultó"", ""asunto de sabiduría → permanecieron → rey los consultó"", ""rey los consultó → asunto de sabiduría → permanecieron""]",1,permanecieron → asunto de sabiduría → rey los consultó,"[""permanecieron → asunto de sabiduría → rey los consultó""]",exact_text,"La fuente presenta primero «permanecieron», después «asunto de sabiduría» y finalmente «rey los consultó».","{""permanecieron → rey los consultó → asunto de sabiduría"": ""Altera el orden de aparición de las tres unidades citadas."", ""asunto de sabiduría → permanecieron → rey los consultó"": ""Altera el orden de aparición de las tres unidades citadas."", ""rey los consultó → asunto de sabiduría → permanecieron"": ""Altera el orden de aparición de las tres unidades citadas.""}","así, pues, permanecieron al servicio del rey | En todo asunto de sabiduría e inteligencia que el rey los consultó | sabiduría e inteligencia que el rey los consultó, los halló diez veces mejores que todos",order_sequence,False,verified,,
DAN1-0027,DAN1-V20-S01-F01,DAN1-V20-S01-F01-MC-SEQUENCE-17,mc-sequence-v1,DANIEL1-12,DAN1,"3, Daniel 1:20","En todo asunto de sabiduría e inteligencia que el rey los consultó, los halló diez veces mejores que todos los magos y astrólogos que había en todo su reino. | Así continuó Daniel hasta el año primero del rey Ciro.79 | Así continuó Daniel hasta el año primero del rey Ciro.79",multiple_choice,hard,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:20)","3, Daniel 1:20 → 3, Daniel 1:21 → 3, Daniel 1:21","Entre 3, Daniel 1:20 y 3, Daniel 1:21, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: 79, asunto de sabiduría, Daniel.","[""asunto de sabiduría → 79 → Daniel"", ""Daniel → asunto de sabiduría → 79"", ""asunto de sabiduría → Daniel → 79"", ""79 → Daniel → asunto de sabiduría""]",2,asunto de sabiduría → Daniel → 79,"[""asunto de sabiduría → Daniel → 79""]",exact_text,"La fuente presenta primero «asunto de sabiduría», después «Daniel» y finalmente «79».","{""asunto de sabiduría → 79 → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → asunto de sabiduría → 79"": ""Altera el orden de aparición de las tres unidades citadas."", ""79 → Daniel → asunto de sabiduría"": ""Altera el orden de aparición de las tres unidades citadas.""}",En todo asunto de sabiduría e inteligencia que el rey los consultó | Así continuó Daniel hasta el año primero del rey Ciro | año primero del rey Ciro.79,order_sequence,False,verified,,
DAN1-0028,DAN1-V21-S01-F01,DAN1-V21-S01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN1,"3, Daniel 1:21",Así continuó Daniel hasta el año primero del rey Ciro.79,multiple_choice,expert,"cautiverio, formación, fidelidad y sabiduría (Daniel 1:21)",Así continuó Daniel hasta el año primero del rey Ciro 79,"Según 3, Daniel 1:21, en la escena sobre cautiverio, formación, fidelidad y sabiduría (Daniel 1:21), ¿qué opción completa correctamente el detalle señalado? Marco: «Así continuó [DETALLE] hasta el año primero del rey Ciro.79»","[""Misael"", ""Nabucodonosor"", ""Babilonia"", ""Daniel""]",3,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 3, Daniel 1:21. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Misael"": ""Es un dato de 3, Daniel 1:19; no completa el marco de 3, Daniel 1:21."", ""Nabucodonosor"": ""Es un dato de 3, Daniel 1:1; no completa el marco de 3, Daniel 1:21."", ""Babilonia"": ""Es un dato de 3, Daniel 1:1; no completa el marco de 3, Daniel 1:21.""}",Así continuó Daniel hasta el año primero del rey Ciro,true_elsewhere,False,verified,,
