id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
PR39-0011,PR39-P027-S04-02-F01,PR39-P027-S04-02-F01-MC-SEQUENCE-06,mc-sequence-v1,PR39-44,PR39,"27, PR39, párrafo 4","Los padres hebreos solían dar a sus hijos nombres que tenían gran significado. | El príncipe encargado de los jóvenes cautivos “puso a Daniel, Beltsasar | El rey no obligó a los jóvenes hebreos a que renunciasen a su fe para hacerse idólatras, sino que esperaba obtener esto gradualmente.",multiple_choice,hard,"cautiverio, misión y cambio de nombres","27, PR39, párrafo 4 → 27, PR39, párrafo 4 → 27, PR39, párrafo 5","Entre 27, PR39, párrafo 4 y 27, PR39, párrafo 5, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Beltsasar, esperaba, padres hebreos solían.","[""padres hebreos solían → esperaba → Beltsasar"", ""Beltsasar → padres hebreos solían → esperaba"", ""padres hebreos solían → Beltsasar → esperaba"", ""esperaba → Beltsasar → padres hebreos solían""]",2,padres hebreos solían → Beltsasar → esperaba,"[""padres hebreos solían → Beltsasar → esperaba""]",exact_text,"La fuente presenta primero «padres hebreos solían», después «Beltsasar» y finalmente «esperaba».","{""padres hebreos solían → esperaba → Beltsasar"": ""Altera el orden de aparición de las tres unidades citadas."", ""Beltsasar → padres hebreos solían → esperaba"": ""Altera el orden de aparición de las tres unidades citadas."", ""esperaba → Beltsasar → padres hebreos solían"": ""Altera el orden de aparición de las tres unidades citadas.""}","Los padres hebreos solían dar a sus hijos nombres que tenían | jóvenes cautivos “puso a Daniel, Beltsasar | para hacerse idólatras, sino que esperaba obtener esto gradualmente",order_sequence,False,verified,,
PR39-0012,PR39-P027-S04-04-F01,PR39-P027-S04-04-F01-MC-SEQUENCE-07,mc-sequence-v1,PR39-44,PR39,"27, PR39, párrafo 4","El príncipe encargado de los jóvenes cautivos “puso a Daniel, Beltsasar | El rey no obligó a los jóvenes hebreos a que renunciasen a su fe para hacerse idólatras, sino que esperaba obtener esto gradualmente. | Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la disipación sobre el desarrollo físico, mental y espiritual.",multiple_choice,expert,"cautiverio, misión y cambio de nombres","27, PR39, párrafo 4 → 27, PR39, párrafo 5 → 28, PR39, párrafo 1","Entre 27, PR39, párrafo 4 y 28, PR39, párrafo 1, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Beltsasar, esperaba, representaba.","[""Beltsasar → representaba → esperaba"", ""esperaba → Beltsasar → representaba"", ""representaba → esperaba → Beltsasar"", ""Beltsasar → esperaba → representaba""]",3,Beltsasar → esperaba → representaba,"[""Beltsasar → esperaba → representaba""]",exact_text,"La fuente presenta primero «Beltsasar», después «esperaba» y finalmente «representaba».","{""Beltsasar → representaba → esperaba"": ""Altera el orden de aparición de las tres unidades citadas."", ""esperaba → Beltsasar → representaba"": ""Altera el orden de aparición de las tres unidades citadas."", ""representaba → esperaba → Beltsasar"": ""Altera el orden de aparición de las tres unidades citadas.""}","jóvenes cautivos “puso a Daniel, Beltsasar | para hacerse idólatras, sino que esperaba obtener esto gradualmente | podían correr el riesgo que representaba el efecto enervador del lujo y la",order_sequence,False,verified,,
PR39-0013,PR39-P027-S05-01-F01,PR39-P027-S05-01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,PR39-44,PR39,"27, PR39, párrafo 5","El rey no obligó a los jóvenes hebreos a que renunciasen a su fe para hacerse idólatras, sino que esperaba obtener esto gradualmente.",multiple_choice,hard,"cautiverio, misión y cambio de nombres",El rey no obligó a los jóvenes hebreos a que renunciasen a su fe,"Según 27, PR39, párrafo 5, en la escena sobre cautiverio, misión y cambio de nombres, ¿qué opción completa correctamente el detalle señalado? Marco: «El rey no obligó a los jóvenes hebreos a que renunciasen a su fe para hacerse idólatras, sino que [DETALLE] obtener esto gradualmente.»","[""esperaba"", ""vacilaba"", ""Pidió"", ""resultaron""]",0,esperaba,"[""esperaba""]",exact_text,"«esperaba» completa el dato de 27, PR39, párrafo 5. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""vacilaba"": ""Es un dato de 28, PR39, párrafo 6; no completa el marco de 27, PR39, párrafo 5."", ""Pidió"": ""Es un dato de 29, PR39, párrafo 1; no completa el marco de 27, PR39, párrafo 5."", ""resultaron"": ""Es un dato de 29, PR39, párrafo 2; no completa el marco de 27, PR39, párrafo 5.""}","para hacerse idólatras, sino que esperaba obtener esto gradualmente",true_elsewhere,False,verified,,
PR39-0014,PR39-P027-S05-02-F01,PR39-P027-S05-02-F01-MC-SEQUENCE-08,mc-sequence-v1,PR39-44,PR39,"27, PR39, párrafo 5","Dándoles nombres que expresaban sentimientos de idolatría, poniéndolos en trato íntimo con costumbres idólatras y bajo la influencia de ritos seductores del culto pagano, esperaba inducirlos a renunciar a la religión de su nación, y a participar en el culto babilónico. | Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la disipación sobre el desarrollo físico, mental y espiritual. | Conocían la historia de Nadab y Abihú, cuya intemperancia, así como los resultados que había tenido, describían los pergaminos del Pentateuco",multiple_choice,expert,"cautiverio, misión y cambio de nombres","27, PR39, párrafo 5 → 28, PR39, párrafo 1 → 28, PR39, párrafo 1","Entre 27, PR39, párrafo 5 y 28, PR39, párrafo 1, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: esperaba, Pentateuco, representaba.","[""esperaba → Pentateuco → representaba"", ""esperaba → representaba → Pentateuco"", ""representaba → esperaba → Pentateuco"", ""Pentateuco → representaba → esperaba""]",1,esperaba → representaba → Pentateuco,"[""esperaba → representaba → Pentateuco""]",exact_text,"La fuente presenta primero «esperaba», después «representaba» y finalmente «Pentateuco».","{""esperaba → Pentateuco → representaba"": ""Altera el orden de aparición de las tres unidades citadas."", ""representaba → esperaba → Pentateuco"": ""Altera el orden de aparición de las tres unidades citadas."", ""Pentateuco → representaba → esperaba"": ""Altera el orden de aparición de las tres unidades citadas.""}","ritos seductores del culto pagano, esperaba inducirlos a renunciar a la religión de | podían correr el riesgo que representaba el efecto enervador del lujo y la | tenido, describían los pergaminos del Pentateuco",order_sequence,False,verified,,
PR39-0015,PR39-P028-S01-01-F01,PR39-P028-S01-01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,PR39-44,PR39,"28, PR39, párrafo 1","Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la disipación sobre el desarrollo físico, mental y espiritual.",multiple_choice,hard,"alimento real, vino e idolatría",Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la,"Según 28, PR39, párrafo 1, en la escena sobre alimento real, vino e idolatría, ¿qué opción completa correctamente el detalle señalado? Marco: «Tampoco podían correr el riesgo que [DETALLE] el efecto enervador del lujo y la disipación sobre el desarrollo físico, mental y espiritual.»","[""resultaron"", ""estudiaron"", ""representaba"", ""mantuvieron""]",2,representaba,"[""representaba""]",exact_text,"«representaba» completa el dato de 28, PR39, párrafo 1. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""resultaron"": ""Es un dato de 29, PR39, párrafo 2; no completa el marco de 28, PR39, párrafo 1."", ""estudiaron"": ""Es un dato de 29, PR39, párrafo 3; no completa el marco de 28, PR39, párrafo 1."", ""mantuvieron"": ""Es un dato de 29, PR39, párrafo 3; no completa el marco de 28, PR39, párrafo 1.""}",podían correr el riesgo que representaba el efecto enervador del lujo y la,true_elsewhere,False,verified,,
PR39-0016,PR39-P028-S01-02-F01,PR39-P028-S01-02-F01-MC-SEQUENCE-09,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 1","Conocían la historia de Nadab y Abihú, cuya intemperancia, así como los resultados que había tenido, describían los pergaminos del Pentateuco | y sabían que sus propias facultades físicas y mentales quedarían perjudicadas por el consumo de vino. | Los padres de Daniel y sus compañeros les habían inculcado hábitos de estricta templanza.",multiple_choice,expert,"alimento real, vino e idolatría","28, PR39, párrafo 1 → 28, PR39, párrafo 1 → 28, PR39, párrafo 2","Entre 28, PR39, párrafo 1 y 28, PR39, párrafo 2, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Daniel, Pentateuco, propias facultades físicas.","[""Pentateuco → Daniel → propias facultades físicas"", ""propias facultades físicas → Pentateuco → Daniel"", ""Daniel → propias facultades físicas → Pentateuco"", ""Pentateuco → propias facultades físicas → Daniel""]",3,Pentateuco → propias facultades físicas → Daniel,"[""Pentateuco → propias facultades físicas → Daniel""]",exact_text,"La fuente presenta primero «Pentateuco», después «propias facultades físicas» y finalmente «Daniel».","{""Pentateuco → Daniel → propias facultades físicas"": ""Altera el orden de aparición de las tres unidades citadas."", ""propias facultades físicas → Pentateuco → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → propias facultades físicas → Pentateuco"": ""Altera el orden de aparición de las tres unidades citadas.""}","tenido, describían los pergaminos del Pentateuco | y sabían que sus propias facultades físicas y mentales quedarían perjudicadas por el consumo | Los padres de Daniel y sus compañeros les habían inculcado hábitos",order_sequence,False,verified,,
PR39-0017,PR39-P028-S01-03-F01,PR39-P028-S01-03-F01-MC-SEQUENCE-10,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 1","y sabían que sus propias facultades físicas y mentales quedarían perjudicadas por el consumo de vino. | Los padres de Daniel y sus compañeros les habían inculcado hábitos de estricta templanza. | Se les había enseñado que Dios los tendría por responsables de sus facultades, y que no debían atrofiarlas ni debilitarlas.",multiple_choice,hard,"alimento real, vino e idolatría","28, PR39, párrafo 1 → 28, PR39, párrafo 2 → 28, PR39, párrafo 2","Entre 28, PR39, párrafo 1 y 28, PR39, párrafo 2, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Daniel, enseñado que Dios, propias facultades físicas.","[""propias facultades físicas → Daniel → enseñado que Dios"", ""propias facultades físicas → enseñado que Dios → Daniel"", ""Daniel → propias facultades físicas → enseñado que Dios"", ""enseñado que Dios → Daniel → propias facultades físicas""]",0,propias facultades físicas → Daniel → enseñado que Dios,"[""propias facultades físicas → Daniel → enseñado que Dios""]",exact_text,"La fuente presenta primero «propias facultades físicas», después «Daniel» y finalmente «enseñado que Dios».","{""propias facultades físicas → enseñado que Dios → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → propias facultades físicas → enseñado que Dios"": ""Altera el orden de aparición de las tres unidades citadas."", ""enseñado que Dios → Daniel → propias facultades físicas"": ""Altera el orden de aparición de las tres unidades citadas.""}",y sabían que sus propias facultades físicas y mentales quedarían perjudicadas por el consumo | Los padres de Daniel y sus compañeros les habían inculcado hábitos | Se les había enseñado que Dios los tendría por responsables de sus facultades,order_sequence,False,verified,,
PR39-0018,PR39-P028-S02-01-F01,PR39-P028-S02-01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,PR39-44,PR39,"28, PR39, párrafo 2",Los padres de Daniel y sus compañeros les habían inculcado hábitos de estricta templanza.,multiple_choice,expert,"alimento real, vino e idolatría",Los padres de Daniel y sus compañeros les habían inculcado hábitos de estricta templanza,"Según 28, PR39, párrafo 2, en la escena sobre alimento real, vino e idolatría, ¿qué opción completa correctamente el detalle señalado? Marco: «Los padres de [DETALLE] y sus compañeros les habían inculcado hábitos de estricta templanza.»","[""Abihú"", ""Daniel"", ""Señor"", ""Cielo""]",1,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 28, PR39, párrafo 2. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Abihú"": ""Es un dato de 28, PR39, párrafo 1; no completa el marco de 28, PR39, párrafo 2."", ""Señor"": ""Es un dato de 28, PR39, párrafo 3; no completa el marco de 28, PR39, párrafo 2."", ""Cielo"": ""Es un dato de 28, PR39, párrafo 5; no completa el marco de 28, PR39, párrafo 2.""}",Los padres de Daniel y sus compañeros les habían inculcado hábitos,true_elsewhere,False,verified,,
PR39-0019,PR39-P028-S02-02-F01,PR39-P028-S02-02-F01-MC-SEQUENCE-11,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 2","Se les había enseñado que Dios los tendría por responsables de sus facultades, y que no debían atrofiarlas ni debilitarlas. | Esta educación fué para Daniel y sus compañeros un medio de preservación entre las influencias desmoralizadoras de la corte babilónica. | Intensas eran las tentaciones que los rodeaban en aquella corte corrompida y lujuriosa, pero no se contaminaron.",multiple_choice,hard,"alimento real, vino e idolatría","28, PR39, párrafo 2 → 28, PR39, párrafo 2 → 28, PR39, párrafo 2","Entre 28, PR39, párrafo 2 y 28, PR39, párrafo 2, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: contaminaron, Daniel, enseñado que Dios.","[""enseñado que Dios → contaminaron → Daniel"", ""Daniel → enseñado que Dios → contaminaron"", ""enseñado que Dios → Daniel → contaminaron"", ""contaminaron → Daniel → enseñado que Dios""]",2,enseñado que Dios → Daniel → contaminaron,"[""enseñado que Dios → Daniel → contaminaron""]",exact_text,"La fuente presenta primero «enseñado que Dios», después «Daniel» y finalmente «contaminaron».","{""enseñado que Dios → contaminaron → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → enseñado que Dios → contaminaron"": ""Altera el orden de aparición de las tres unidades citadas."", ""contaminaron → Daniel → enseñado que Dios"": ""Altera el orden de aparición de las tres unidades citadas.""}","Se les había enseñado que Dios los tendría por responsables de sus facultades | Esta educación fué para Daniel y sus compañeros un medio de preservación | y lujuriosa, pero no se contaminaron",order_sequence,False,verified,,
PR39-0020,PR39-P028-S02-03-F01,PR39-P028-S02-03-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,PR39-44,PR39,"28, PR39, párrafo 2",Esta educación fué para Daniel y sus compañeros un medio de preservación entre las influencias desmoralizadoras de la corte babilónica.,multiple_choice,expert,"alimento real, vino e idolatría",Esta educación fué para Daniel y sus compañeros un medio de preservación entre las,"Según 28, PR39, párrafo 2, en la escena sobre alimento real, vino e idolatría, ¿qué opción completa correctamente el detalle señalado? Marco: «Esta educación fué para [DETALLE] y sus compañeros un medio de preservación entre las influencias desmoralizadoras de la corte babilónica.»","[""Señor"", ""Cielo"", ""Melsar"", ""Daniel""]",3,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 28, PR39, párrafo 2. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Señor"": ""Es un dato de 28, PR39, párrafo 3; no completa el marco de 28, PR39, párrafo 2."", ""Cielo"": ""Es un dato de 28, PR39, párrafo 5; no completa el marco de 28, PR39, párrafo 2."", ""Melsar"": ""Es un dato de 29, PR39, párrafo 1; no completa el marco de 28, PR39, párrafo 2.""}",Esta educación fué para Daniel y sus compañeros un medio de preservación,true_elsewhere,True,verified,,
PR39-0021,PR39-P028-S02-04-F01,PR39-P028-S02-04-F01-MC-SEQUENCE-12,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 2","Intensas eran las tentaciones que los rodeaban en aquella corte corrompida y lujuriosa, pero no se contaminaron. | Ningún poder ni influencia podía apartarlos de los principios que habían aprendido temprano en la vida por un estudio de la palabra y de las obras de Dios. | Si Daniel lo hubiese deseado, podría haber hallado en las circunstancias que le rodeaban una excusa plausible por apartarse de hábitos estrictamente temperantes.",multiple_choice,hard,"alimento real, vino e idolatría","28, PR39, párrafo 2 → 28, PR39, párrafo 2 → 28, PR39, párrafo 3","Entre 28, PR39, párrafo 2 y 28, PR39, párrafo 3, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: contaminaron, Daniel, poder ni influencia.","[""contaminaron → poder ni influencia → Daniel"", ""contaminaron → Daniel → poder ni influencia"", ""poder ni influencia → contaminaron → Daniel"", ""Daniel → poder ni influencia → contaminaron""]",0,contaminaron → poder ni influencia → Daniel,"[""contaminaron → poder ni influencia → Daniel""]",exact_text,"La fuente presenta primero «contaminaron», después «poder ni influencia» y finalmente «Daniel».","{""contaminaron → Daniel → poder ni influencia"": ""Altera el orden de aparición de las tres unidades citadas."", ""poder ni influencia → contaminaron → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → poder ni influencia → contaminaron"": ""Altera el orden de aparición de las tres unidades citadas.""}","y lujuriosa, pero no se contaminaron | Ningún poder ni influencia podía apartarlos de los principios que habían | Si Daniel lo hubiese deseado, podría haber hallado en",order_sequence,False,verified,,
PR39-0022,PR39-P028-S02-05-F01,PR39-P028-S02-05-F01-MC-SEQUENCE-13,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 2","Ningún poder ni influencia podía apartarlos de los principios que habían aprendido temprano en la vida por un estudio de la palabra y de las obras de Dios. | Si Daniel lo hubiese deseado, podría haber hallado en las circunstancias que le rodeaban una excusa plausible por apartarse de hábitos estrictamente temperantes. | Podría haber argüído que, en vista de que dependía del favor del rey y estaba sometido a su poder, no le quedaba otro remedio que comer de la comida del rey y beber de su vino",multiple_choice,expert,"alimento real, vino e idolatría","28, PR39, párrafo 2 → 28, PR39, párrafo 3 → 28, PR39, párrafo 3","Entre 28, PR39, párrafo 2 y 28, PR39, párrafo 3, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Daniel, poder ni influencia, quedaba.","[""poder ni influencia → quedaba → Daniel"", ""poder ni influencia → Daniel → quedaba"", ""Daniel → poder ni influencia → quedaba"", ""quedaba → Daniel → poder ni influencia""]",1,poder ni influencia → Daniel → quedaba,"[""poder ni influencia → Daniel → quedaba""]",exact_text,"La fuente presenta primero «poder ni influencia», después «Daniel» y finalmente «quedaba».","{""poder ni influencia → quedaba → Daniel"": ""Altera el orden de aparición de las tres unidades citadas."", ""Daniel → poder ni influencia → quedaba"": ""Altera el orden de aparición de las tres unidades citadas."", ""quedaba → Daniel → poder ni influencia"": ""Altera el orden de aparición de las tres unidades citadas.""}","Ningún poder ni influencia podía apartarlos de los principios que habían | Si Daniel lo hubiese deseado, podría haber hallado en | a su poder, no le quedaba otro remedio que comer de la comida",order_sequence,False,verified,,
PR39-0023,PR39-P028-S03-01-F01,PR39-P028-S03-01-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,PR39-44,PR39,"28, PR39, párrafo 3","Si Daniel lo hubiese deseado, podría haber hallado en las circunstancias que le rodeaban una excusa plausible por apartarse de hábitos estrictamente temperantes.",multiple_choice,hard,"alimento real, vino e idolatría",Si Daniel lo hubiese deseado podría haber hallado en las circunstancias que le rodeaban,"Según 28, PR39, párrafo 3, en la escena sobre alimento real, vino e idolatría, ¿qué opción completa correctamente el detalle señalado? Marco: «Si [DETALLE] lo hubiese deseado, podría haber hallado en las circunstancias que le rodeaban una excusa plausible por apartarse de hábitos estrictamente temperantes.»","[""Cielo"", ""Melsar"", ""Daniel"", ""Caldeos""]",2,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 28, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Cielo"": ""Es un dato de 28, PR39, párrafo 5; no completa el marco de 28, PR39, párrafo 3."", ""Melsar"": ""Es un dato de 29, PR39, párrafo 1; no completa el marco de 28, PR39, párrafo 3."", ""Caldeos"": ""Es un dato de 29, PR39, párrafo 3; no completa el marco de 28, PR39, párrafo 3.""}","Si Daniel lo hubiese deseado, podría haber hallado en",true_elsewhere,False,verified,,
PR39-0024,PR39-P028-S03-02-F01,PR39-P028-S03-02-F01-MC-SEQUENCE-14,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 3","Podría haber argüído que, en vista de que dependía del favor del rey y estaba sometido a su poder, no le quedaba otro remedio que comer de la comida del rey y beber de su vino | porque si seguía la enseñanza divina no podía menos que ofender al rey y probablemente perdería su puesto y la vida, mientras que si despreciaba el mandamiento del Señor, conservaría el favor del rey y se aseguraría ventajas intelectuales y perspectivas halagüeñas en este mundo. | Apreciaba más la aprobación de Dios que el favor del mayor potentado de la tierra, aun más que la vida misma.",multiple_choice,expert,"alimento real, vino e idolatría","28, PR39, párrafo 3 → 28, PR39, párrafo 3 → 28, PR39, párrafo 4","Entre 28, PR39, párrafo 3 y 28, PR39, párrafo 4, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Apreciaba, quedaba, Señor.","[""quedaba → Apreciaba → Señor"", ""Señor → quedaba → Apreciaba"", ""Apreciaba → Señor → quedaba"", ""quedaba → Señor → Apreciaba""]",3,quedaba → Señor → Apreciaba,"[""quedaba → Señor → Apreciaba""]",exact_text,"La fuente presenta primero «quedaba», después «Señor» y finalmente «Apreciaba».","{""quedaba → Apreciaba → Señor"": ""Altera el orden de aparición de las tres unidades citadas."", ""Señor → quedaba → Apreciaba"": ""Altera el orden de aparición de las tres unidades citadas."", ""Apreciaba → Señor → quedaba"": ""Altera el orden de aparición de las tres unidades citadas.""}","a su poder, no le quedaba otro remedio que comer de la comida | si despreciaba el mandamiento del Señor, conservaría el favor del rey y se | Apreciaba más la aprobación de Dios que el",order_sequence,True,verified,,
PR39-0025,PR39-P028-S03-03-F01,PR39-P028-S03-03-F01-MC-CONTEXTUAL-V1-01,mc-contextual-v1,PR39-44,PR39,"28, PR39, párrafo 3","porque si seguía la enseñanza divina no podía menos que ofender al rey y probablemente perdería su puesto y la vida, mientras que si despreciaba el mandamiento del Señor, conservaría el favor del rey y se aseguraría ventajas intelectuales y perspectivas halagüeñas en este mundo.",multiple_choice,hard,"alimento real, vino e idolatría",porque si seguía la enseñanza divina no podía menos que ofender al rey y,"Según 28, PR39, párrafo 3, en la escena sobre alimento real, vino e idolatría, ¿qué opción completa correctamente el detalle señalado? Marco: «porque si seguía la enseñanza divina no podía menos que ofender al rey y probablemente perdería su puesto y la vida, mientras que si despreciaba el mandamiento del [DETALLE], conservaría el favor del rey y se aseguraría ventajas intelectuales y perspectivas halagüeñas en este mundo.»","[""Señor"", ""Melsar"", ""Daniel"", ""Caldeos""]",0,Señor,"[""Señor""]",exact_text,"«Señor» completa el dato de 28, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Melsar"": ""Es un dato de 29, PR39, párrafo 1; no completa el marco de 28, PR39, párrafo 3."", ""Daniel"": ""Es un dato de 29, PR39, párrafo 2; no completa el marco de 28, PR39, párrafo 3."", ""Caldeos"": ""Es un dato de 29, PR39, párrafo 3; no completa el marco de 28, PR39, párrafo 3.""}","si despreciaba el mandamiento del Señor, conservaría el favor del rey y se",true_elsewhere,False,verified,,
PR39-0026,PR39-P028-S04-01-F01,PR39-P028-S04-01-F01-MC-SEQUENCE-15,mc-sequence-v1,PR39-44,PR39,"28, PR39, párrafo 4","Apreciaba más la aprobación de Dios que el favor del mayor potentado de la tierra, aun más que la vida misma. | Resolvió permanecer firme en su integridad, cualesquiera fuesen los resultados. | “Propuso en su corazón de no contaminarse en la ración de la comida del rey, ni en el vino de su beber.",multiple_choice,expert,"alimento real, vino e idolatría","28, PR39, párrafo 4 → 28, PR39, párrafo 4 → 28, PR39, párrafo 4","Entre 28, PR39, párrafo 4 y 28, PR39, párrafo 4, ¿qué secuencia respeta el orden en que aparecen estos tres detalles en el PDF? Conjunto a ordenar: Apreciaba, comida del rey, Resolvió permanecer firme.","[""Apreciaba → comida del rey → Resolvió permanecer firme"", ""Apreciaba → Resolvió permanecer firme → comida del rey"", ""Resolvió permanecer firme → Apreciaba → comida del rey"", ""comida del rey → Resolvió permanecer firme → Apreciaba""]",1,Apreciaba → Resolvió permanecer firme → comida del rey,"[""Apreciaba → Resolvió permanecer firme → comida del rey""]",exact_text,"La fuente presenta primero «Apreciaba», después «Resolvió permanecer firme» y finalmente «comida del rey».","{""Apreciaba → comida del rey → Resolvió permanecer firme"": ""Altera el orden de aparición de las tres unidades citadas."", ""Resolvió permanecer firme → Apreciaba → comida del rey"": ""Altera el orden de aparición de las tres unidades citadas."", ""comida del rey → Resolvió permanecer firme → Apreciaba"": ""Altera el orden de aparición de las tres unidades citadas.""}","Apreciaba más la aprobación de Dios que el | Resolvió permanecer firme en su integridad, cualesquiera fuesen los resultados | en la ración de la comida del rey, ni en el vino de su beber",order_sequence,False,verified,,
